pmid,authors
2-s2.0-85091863561,"['Amon R.', ' Rosenfeld R.', ' Perlmutter S.', ' Grant O.C.', ' Yehuda S.', ' Borenstein-Katz A.', ' Alcalay R.', ' Marshanski T.', ' Yu H.', ' Diskin R.', ' Woods R.J.', ' Chen X.', ' Padler-Karavani V.']"
2-s2.0-85091896263,['Mbunge E.']
2-s2.0-85091903895,"['Vidakis K.', ' Mavrogiorgou A.', ' Kiourtis A.', ' Kyriazis D.']"
2-s2.0-85091904286,"['Popov M.', ' Zakharova E.', ' Popov S.', ' Teryoshkin A.', ' Semenov K.', ' Zhiyu L.']"
2-s2.0-85091913191,"['Taifa I.W.R.', ' Hayes S.G.', ' Stalker I.D.']"
2-s2.0-85091921735,"['Nwajana A.O.', ' Otuka R.I.', ' Ebenuwa S.H.', ' Ihianle I.K.', ' Aneke S.O.', ' Edoh A.A.']"
2-s2.0-85091951392,"['Jaleel R.A.', ' Abbas T.M.J.']"
2-s2.0-85091998790,"['Charles-Messance H.', ' Mitchelson K.A.J.', ' De Marco Castro E.', ' Sheedy F.J.', ' Roche H.M.']"
2-s2.0-85092001095,"['Schieber M.', ' Marinaccio C.', ' Bolanos L.C.', ' Haffey W.D.', ' Greis K.D.', ' Starczynowski D.T.', ' Crispino J.D.']"
2-s2.0-85092002628,"['Gao M.', ' Geng H.', ' Wu P.', ' Dong J.', ' Li H.', ' Xu C.', ' Li B.', ' Han Y.', ' Cheng N.']"
2-s2.0-85092008689,"['Fennelly O.', ' Cunningham C.', ' Grogan L.', ' Cronin H.', "" O'Shea C."", ' Roche M.', ' Lawlor F.', "" O'Hare N.""]"
2-s2.0-85092022398,"['Marino N.', ' German R.', ' Rao X.', ' Simpson E.', ' Liu S.', ' Wan J.', ' Liu Y.', ' Sandusky G.', ' Jacobsen M.', ' Stoval M.', ' Cao S.', ' Storniolo A.M.V.']"
2-s2.0-85092030698,"['Lin H.', ' Wei C.', ' Zhang X.', ' You W.', ' Jin Q.', ' Tan X.', ' Zhao H.', ' Zhang C.', ' Liu X.', ' Liu G.']"
2-s2.0-85092042754,"['Yow K.S.', ' Liu X.', ' Chai C.N.', ' Tung M.L.', ' Yan B.', ' Christopher D.', ' Ong K.H.', ' Ooi M.G.']"
2-s2.0-85092042794,"['Peng X.', ' Zeng Y.']"
2-s2.0-85092061931,"['Thorisdottir I.E.', ' Sigurvinsdottir R.', ' Kristjansson A.L.', ' Allegrante J.P.', ' Lilly C.L.', ' Sigfusdottir I.D.']"
2-s2.0-85092068754,"['Győrffy Z.', ' Radó N.', ' Mesko B.']"
2-s2.0-85092080282,"['Xiaotian C.', ' Thiruchelvam V.', ' Vistro D.M.']"
2-s2.0-85092109656,"['Haydon P.', ' Tobi R.', ' Bridge G.', ' Gurung I.', ' Scott C.']"
2-s2.0-85092112273,"['YANG X.', ' ZHAN P.', ' FENG S.', ' JI H.', ' TIAN W.', ' WANG M.', ' CHENG C.', ' SONG B.']"
2-s2.0-85092164684,"['Reshetnikov V.', ' Mitrokhin O.', ' Shepetovskaya N.', ' Belova E.', ' Jakovljevic M.']"
2-s2.0-85092187240,"['Maleki F.', ' Le W.T.', ' Sananmuang T.', ' Kadoury S.', ' Forghani R.']"
2-s2.0-85092195997,"['Shagiwal S.S.', ' Groenestein E.', ' Schop-Etman A.', ' Jongerling J.', ' van der Waal J.', ' Noordzij G.', ' Denktas S.']"
2-s2.0-85092202954,"['Wu Q.L.', ' Street R.L.', ' Jr.']"
2-s2.0-85092212223,"['Falcone I.', ' Conciatori F.', ' Bazzichetto C.', ' Ferretti G.', ' Cognetti F.', ' Ciuffreda L.', ' Milella M.']"
2-s2.0-85092232096,"['Raju P.', ' Shashikanth N.', ' Tsai P.-Y.', ' Pongkorpsakol P.', ' Chanez-Paredes S.', ' Steinhagen P.R.', ' Kuo W.-T.', ' Singh G.', ' Tsukita S.', ' Turner J.R.']"
2-s2.0-85092258377,"['Ha A.', ' Sun S.', ' Kim Y.K.', ' Lee J.', ' Jeoung J.W.', ' Kim H.C.', ' Park K.H.']"
2-s2.0-85092265466,"['Yang J.', ' Liu Z.', ' Zeng B.', ' Hu G.', ' Gan R.']"
2-s2.0-85092273298,"['Fenech M.E.', ' Buston O.']"
2-s2.0-85092273537,"['Guoli S.', ' Yajie W.', ' Zengzheng L.', ' Renfang L.', ' Tonghua Y.']"
2-s2.0-85092273988,"['Wang N.', ' Niger C.', ' Li N.', ' Richards G.O.', ' Skerry T.M.']"
2-s2.0-85092275461,"['Long K.N.G.', ' Chandy S.J.', ' Feeley R.', ' Laing R.O.', ' Laird L.D.', ' Wirtz V.J.']"
2-s2.0-85092279108,"['Smith N.', ' Burton-Jones A.', ' Sullivan C.']"
2-s2.0-85092288318,"['Tang F.', ' Qian Z.']"
2-s2.0-85092303469,"['Bettera L.', ' Alinovi M.', ' Mondinelli R.', ' Mucchetti G.']"
2-s2.0-85092304208,"['Nadhamuni S.', ' Gupta G.', ' Mullath R.', ' Sridhar S.']"
2-s2.0-85092307186,"['Jonsson F.', ' Goicolea I.', ' Christianson M.', ' Carson D.B.', ' Wiklund M.']"
2-s2.0-85092310648,"['Wang L.', ' Yan B.', ' Boasson V.']"
2-s2.0-85092322013,"['Prosser N.S.', ' Monaghan E.M.', ' Green L.E.', ' Purdy K.J.']"
2-s2.0-85092357184,['Moumtzoglou A.S.']
2-s2.0-85092370282,"['Aychiluhm S.B.', ' Gelaye K.A.', ' Angaw D.A.', ' Dagne G.A.', ' Tadesse A.W.', ' Abera A.', ' Dillu D.']"
2-s2.0-85092370795,['Morrison M.']
2-s2.0-85092373232,"['Hanley-Cook G.T.', ' Argaw A.A.', ' De Kok B.P.', ' Vanslambrouck K.W.', ' Toe L.C.', ' Kolsteren P.W.', ' Jones A.D.', ' Lachat C.K.']"
2-s2.0-85092379089,"['Pesqueira A.', ' Sousa M.J.', ' Rocha Á.']"
2-s2.0-85092392878,"['Pontiller B.', ' Martínez-García S.', ' Lundin D.', ' Pinhassi J.']"
2-s2.0-85092408596,"['Cappitelli F.', ' Cattò C.', ' Villa F.']"
2-s2.0-85092415818,"['Gu Y.', ' Li X.', ' Chen S.', ' Yu H.']"
2-s2.0-85092430664,"['Ruan B.', ' Yilmaz Y.', ' Lu D.', ' Lee M.', ' Chan T.M.']"
2-s2.0-85092438901,"['Fu J.', ' Li W.', ' Du J.', ' Xiao B.']"
2-s2.0-85092439152,"['Ruotsalainen P.', ' Blobel B.']"
2-s2.0-85092439504,"['Kouroubali A.', ' Kondylakis H.', ' Kavlentakis G.', ' Logothetides F.', ' Stathiakis N.', ' Petrakis Y.', ' Tzikoulis V.', ' Kostomanolakis S.', ' Katehakis D.G.']"
2-s2.0-85092476674,"['Cameron K.', ' Hassan M.E.', ' Sabbagh R.', ' Freed D.H.', ' Nobes D.S.']"
2-s2.0-85092480772,"['Freedman H.G.', ' Williams H.', ' Miller M.A.', ' Birtwell D.', ' Mowery D.L.', ' Stoeckert C.J.', ' Jr.']"
2-s2.0-85092485142,"['Brouwer C.L.', ' Boukerroui D.', ' Oliveira J.', ' Looney P.', ' Steenbakkers R.J.H.M.', ' Langendijk J.A.', ' Both S.', ' Gooding M.J.']"
2-s2.0-85092488121,"['Carossa M.', ' Cavagnetto D.', ' Ceruti P.', ' Mussano F.', ' Carossa S.']"
2-s2.0-85092497581,"['Wolff J.', ' Hofmann D.', ' Koch M.', ' Bol R.', ' Schnepf A.', ' Amelung W.']"
2-s2.0-85092521828,"['Bokil A.', ' Sancho P.']"
2-s2.0-85092523752,"['Bazzani V.', ' Barchiesi A.', ' Radecka D.', ' Pravisani R.', ' Guadagno A.', ' Di Loreto C.', ' Baccarani U.', ' Vascotto C.']"
2-s2.0-85092540425,['Pérez A.C.']
2-s2.0-85092541366,"['AbdelMaksoud E.', ' Barakat S.', ' Elmogy M.']"
2-s2.0-85092542581,"['Aufegger L.', ' Bùi K.H.', ' Bicknell C.', ' Darzi A.']"
2-s2.0-85092549925,"['Devi R.', ' Kanitkar K.', ' Narendhar R.', ' Sehmi K.', ' Subramaniam K.']"
2-s2.0-85092552713,"['Bruner E.', ' Pereira-Pedro S.']"
2-s2.0-85092559358,"['Lee S.M.', ' Lee D.']"
2-s2.0-85092576215,"['Shah D.', ' Karibayev M.', ' Adotey E.K.', ' Amouei Torkmahalleh M.']"
2-s2.0-85092580302,"['Burlingame E.A.', ' McDonnell M.', ' Schau G.F.', ' Thibault G.', ' Lanciault C.', ' Morgan T.', ' Johnson B.E.', ' Corless C.', ' Gray J.W.', ' Chang Y.H.']"
2-s2.0-85092580720,"['Pandey B.', ' Reba M.', ' Joshi P.K.', ' Seto K.C.']"
2-s2.0-85092581542,"['Kendall T.J.', ' Duff C.M.', ' Thomson A.M.', ' Iredale J.P.']"
2-s2.0-85092582332,"['Schweiger J.', ' Bomze D.', ' Schwentenwein M.']"
2-s2.0-85092592542,"['Li W.', ' Xie J.', ' Ye Z.', ' Feng Z.', ' Pan J.', ' Gao D.', ' Wei S.', ' Chen W.']"
2-s2.0-85092594448,"['Yao G.', ' Liu L.', ' Bai X.', ' Zhou Z.', ' Huang Y.', ' Zheng Y.']"
2-s2.0-85092605622,"['Kelders S.M.', ' Kip H.', ' Greeff J.']"
2-s2.0-85092609383,"['Aoyama S.', ' Hirata S.']"
2-s2.0-85092612132,"['Al-Rubaie H.A.', ' Al-Bayaa I.M.', ' Al-Musawi B.M.S.']"
2-s2.0-85092617546,"['Yu B.', ' Wang Z.', ' Liu S.', ' Liu X.', ' Gou R.']"
2-s2.0-85092621330,"['Guanglai T.', ' Chen C.-C.', ' Gengxin S.', ' Sheng B.']"
2-s2.0-85092626750,"['Liu Z.', ' Zhang Y.', ' Li W.', ' Li S.', ' Zou Z.', ' Chen B.']"
2-s2.0-85092631234,"['Bond M.O.', ' Gaoue O.G.']"
2-s2.0-85092631757,"['Ngai C.S.B.', ' Singh R.G.', ' Lu W.']"
2-s2.0-85092632536,"['Qian S.', ' Munyisia E.', ' Reid D.', ' Hailey D.', ' Pados J.', ' Yu P.']"
2-s2.0-85092647886,"['Zhang L.', ' Zhang J.', ' Li Z.', ' Song Y.']"
2-s2.0-85092649934,"['Pass H.I.', ' Alimi M.', ' Carbone M.', ' Yang H.', ' Goparaju C.M.']"
2-s2.0-85092652679,"['Le Rhun J.', ' Girbal S.', ' Perez D.G.']"
2-s2.0-85092663726,"['Fan J.', ' Xing L.', ' Ma M.', ' Hu W.', ' Yang Y.']"
2-s2.0-85092670677,"['Dachyar M.', ' Zagloel T.Y.M.', ' Saragih L.R.']"
2-s2.0-85092678520,"['Nan T.', ' Lee Y.', ' Zhuang S.', ' Hu Z.', ' Clarkson J.D.', ' Wang X.', ' Ko C.', ' Choe H.', ' Chen Z.', ' Budil D.', ' Wu J.', ' Salahuddin S.', ' Hu J.', ' Ramesh R.', ' Sun N.']"
2-s2.0-85092679583,"['Waqas A.', ' Teoh S.H.', ' Lapão L.V.', ' Messina L.A.', ' Correia J.C.']"
2-s2.0-85092680452,"['Srinivasan M.', ' Asch S.', ' Vilendrer S.', ' Thomas S.C.', ' Bajra R.', ' Barman L.', ' Edwards L.M.', ' Filipowicz H.', ' Giang L.', ' Jee O.', ' Mahoney M.', ' Nelligan I.', ' Phadke A.J.', ' Torres E.', ' Artandi M.']"
2-s2.0-85092681626,"['Mihara Y.', ' Maekawa R.', ' Sato S.', ' Shimizu N.', ' Doi-Tanaka Y.', ' Takagi H.', ' Shirafuta Y.', ' Shinagawa M.', ' Tamura I.', ' Taketani T.', ' Tamura H.', ' Abe T.', ' Asai Y.', ' Sugino N.']"
2-s2.0-85092681675,"['Garcia-Huidobro D.', ' Rivera S.', ' Chang S.V.', ' Bravo P.', ' Capurro D.']"
2-s2.0-85092681812,"['Gooding H.C.', ' Gidding S.S.', ' Moran A.E.', ' Redmond N.', ' Allen N.B.', ' Bacha F.', ' Burns T.L.', ' Catov J.M.', ' Grandner M.A.', ' Harris K.M.', ' Johnson H.M.', ' Kiernan M.', ' Lewis T.T.', ' Matthews K.A.', ' Monaghan M.', ' Robinson J.G.', ' Tate D.', ' Bibbins-Domingo K.', ' Spring B.']"
2-s2.0-85092682664,"['Mäkinen T.', ' Karppinen P.', ' Ovaska M.', ' Laurson L.', ' Alava M.J.']"
2-s2.0-85092683453,"['Curtis S.K.', ' Singh J.', ' Mont O.', ' Kessler A.']"
2-s2.0-85092683518,"['Cresswell K.', ' Sheikh A.', ' Dean Franklin B.', ' Krasuska M.', ' Nguyen H.', ' Hinder S.', ' Lane W.', ' Mozaffar H.', ' Mason K.', ' Eason S.', ' Potts H.', ' Williams R.']"
2-s2.0-85092691412,"['Mattock H.C.', ' Ryan R.', ' O’Farrelly C.', ' Babalis D.', ' Ramchandani P.G.']"
2-s2.0-85092703471,"['Chen R.', ' Hu X.', ' Mu W.']"
2-s2.0-85092707102,['Wang L.']
2-s2.0-85092708861,"['Koch L.M.', ' Birkeland E.S.', ' Battaglioni S.', ' Helle X.', ' Meerang M.', ' Hiltbrunner S.', ' Ibáñez A.J.', ' Peter M.', ' Curioni-Fontecedro A.', ' Opitz I.', ' Dechant R.']"
2-s2.0-85092711141,"['Scheidt N.', ' Adda M.']"
2-s2.0-85092711739,"['Addi K.B.', ' Souissi N.']"
2-s2.0-85092720340,"['Soares N.', ' Monteiro P.', ' Duarte F.J.', ' MacHado R.J.']"
2-s2.0-85092730983,['Kordon A.']
2-s2.0-85092733433,"['Petrova P.', ' Kostadinova I.']"
2-s2.0-85092747570,"['Toskova A.', ' Toskov B.', ' Uhr Z.', ' Doukovska L.']"
2-s2.0-85092747812,"['Hamdy S.', ' Aref H.M.A.', ' Reda R.', ' Elsadek A.']"
2-s2.0-85092750572,"['Falini B.', ' Brunetti L.', ' Sportoletti P.', ' Paola Martelli M.']"
2-s2.0-85092753723,"['Keen J.', ' Abdulwahid M.A.', ' King N.', ' Wright J.M.', ' Randell R.', ' Gardner P.', ' Waring J.', ' Longo R.', ' Nikolova S.', ' Sloan C.', ' Greenhalgh J.']"
2-s2.0-85092754005,['Foster S.']
2-s2.0-85092769183,"['Veken L.V.', ' Dechambre D.', ' Michiels S.', ' Cohilis M.', ' Souris K.', ' Lee J.A.', ' Geets X.']"
2-s2.0-85092775267,"['Hazzaa H.H.', ' El Shiekh M.A.M.', ' Abdelgawad N.', ' Gouda O.M.', ' Kamal N.M.']"
2-s2.0-85092775406,"['Seddighi H.', ' Yousefzadeh S.', ' López López M.', ' Sajjadi H.']"
2-s2.0-85092778292,"['Gao Z.', ' Zhai G.', ' Yang X.']"
2-s2.0-85092903875,['DeHart J.D.']
2-s2.0-85092914666,"['O’Farrell A.C.', ' Jarzabek M.', ' Lindner A.U.', ' Carberry S.', ' Conroy E.', ' Miller I.S.', ' Connor K.', ' Shiels L.', ' Zanella E.R.', ' Lucantoni F.', ' Lafferty A.', ' White K.', ' Villamandos M.M.', ' Dicker P.', ' Gallagher W.M.', ' Keek S.A.', ' Sanduleanu S.', ' Lambin P.', ' Woodruff H.C.', ' Bertotti A.', ' Trusolino L.', ' Byrne A.T.', ' Prehn J.H.M.']"
2-s2.0-85092924926,"['Asfia A.', ' Deepak B.', ' Novak J.I.', ' Rolfe B.', ' Kron T.']"
2-s2.0-85092925453,"['Fesol S.F.A.', ' Arshad M.M.']"
2-s2.0-85092927627,"['Kargiotis O.', ' Safouris A.', ' Psychogios K.', ' Chondrogianni M.', ' Andrikopoulou A.', ' Theodorou A.', ' Magoufis G.', ' Stamboulis E.', ' Tsivgoulis G.']"
2-s2.0-85092927990,"['Gordevičius J.', ' Narmontė M.', ' Gibas P.', ' Kvederavičiūtė K.', ' Tomkutė V.', ' Paluoja P.', ' Krjutškov K.', ' Salumets A.', ' Kriukienė E.']"
2-s2.0-85092941195,"['Robelski S.', ' Sommer S.']"
2-s2.0-85092943611,"['Xu J.', ' Yang W.', ' Wan C.', ' Shen J.']"
2-s2.0-85092944214,"['Van Bockstal M.R.', ' Berlière M.', ' Duhoux F.P.', ' Galant C.']"
2-s2.0-85093070107,"['Raut T.', ' Keshwar S.', ' Rimal J.', ' Lamsal M.', ' Shrestha A.']"
2-s2.0-85093071529,"['Rix C.', ' Horst C.', ' Autenrieth P.', ' Paproth Y.', ' Frank J.', ' Gudergan G.']"
2-s2.0-85093073572,"['Eirinakis P.', ' Kalaboukas K.', ' Lounis S.', ' Mourtos I.', ' Rozanec J.M.', ' Stojanovic N.', ' Zois G.']"
2-s2.0-85093080246,"['Hlongwane S.', ' Grobbelaar S.S.']"
2-s2.0-85093083688,"['Wang W.M.', ' Lunnemann P.', ' Klemichen A.', ' Bluher T.', ' Stark R.']"
2-s2.0-85093085211,"['Abbu H.', ' Mugge P.', ' Gudergan G.', ' Kwiatkowski A.']"
2-s2.0-85093086342,"['Golob M.', ' Flores D.M.', ' Al-Ashaab D.A.', ' Al-Ashaab H.', ' Herrera M.', ' Maklin D.']"
2-s2.0-85093089185,"['Rueb J.', ' Bahemia H.']"
2-s2.0-85093092268,"['Harvey S.', ' Carpenter J.P.', ' Hyndman B.P.']"
2-s2.0-85093095308,"['Bajpai A.', ' Misra S.C.']"
2-s2.0-85093095748,"['Ors E.', ' Schmidt R.', ' Mighani M.', ' Shalaby M.']"
2-s2.0-85093096815,['Kompella L.']
2-s2.0-85093099066,"['Simoes A.C.', ' Rodrigues J.C.', ' Neto P.']"
2-s2.0-85093101370,"['Carpenter J.P.', ' Harvey S.']"
2-s2.0-85093105640,"['Carpenter J.P.', ' Harvey S.']"
2-s2.0-85093110438,['Rivera-Rios A.C.']
2-s2.0-85093113246,"['Chandee N.', ' Kruepunga N.', ' Leckchaoum T.', ' Thintharua P.', ' Weerachatyanukul W.', ' Asuvapongpatana S.']"
2-s2.0-85093115353,"['Heinzelmann N.', ' Selig C.J.', ' Baltes G.H.']"
2-s2.0-85093118297,"['Selig C.J.', ' Baltes G.H.']"
2-s2.0-85093120530,"['Clauss A.-M.', ' Schumann C.-A.']"
2-s2.0-85093120907,"['Bottani E.', ' Vignali G.', ' Carlo Tancredi G.P.']"
2-s2.0-85093121368,"['Ten I.', ' Arbelaez-Garces G.', ' Dupont L.']"
2-s2.0-85093123661,"['Kossowski J.', ' Heumuller E.', ' Richter S.']"
2-s2.0-85093479853,"['Kotepui K.U.', ' Kotepui M.']"
2-s2.0-85093490612,"['Fishman J.A.', ' Costa S.F.', ' Alexander B.D.']"
2-s2.0-85093494260,"['Riba A.', ' Hassani K.', ' Walker A.', ' van Best N.', ' von Zeschwitz D.', ' Anslinger T.', ' Sillner N.', ' Rosenhain S.', ' Eibach D.', ' Maiga-Ascofaré O.', ' Rolle-Kampczyk U.', ' Basic M.', ' Binz A.', ' Mocek S.', ' Sodeik B.', ' Bauerfeind R.', ' Mohs A.', ' Trautwein C.', ' Kiessling F.', ' May J.', ' Klingenspor M.', ' Gremse F.', ' Schmitt-Kopplin P.', ' Bleich A.', ' Torow N.', ' von Bergen M.', ' Hornef M.W.']"
2-s2.0-85093510023,"['Vasiljevic Z.Z.', ' Dojcinovic M.P.', ' Vujancevic J.D.', ' Jankovic-Castvan I.', ' Ognjanovic M.', ' Tadic N.B.', ' Stojadinovic S.', ' Brankovic G.O.', ' Nikolic M.V.']"
2-s2.0-85093510511,"['Metzler R.A.', "" O'Malley J."", ' Herrick J.', ' Christensen B.', ' Orihuela B.', ' Rittschof D.', ' Dickinson G.H.']"
2-s2.0-85093518335,"['Vengust D.', ' Vilfan M.', ' Mrzel A.']"
2-s2.0-85093527280,"['Maldaner N.', ' Stienen M.N.']"
2-s2.0-85093530706,"['Gràcia M.', ' Jarque M.J.', ' Riba C.', ' Vega F.']"
2-s2.0-85093533233,"['Tang C.', ' Ma J.', ' Liu X.', ' Liu Z.']"
2-s2.0-85093535375,"['Zhang B.', ' Wen Z.', ' Liu T.', ' Liang Q.', ' Liang J.', ' Liu Z.', ' Zhang X.']"
2-s2.0-85093672858,"['Lowe J.', ' Shen S.']"
2-s2.0-85093699404,"['Sanci L.', ' Kauer S.', ' Thuraisingam S.', ' Davidson S.', ' Duncan A.-M.', ' Chondros P.', ' Mihalopoulos C.', ' Buhagiar K.']"
2-s2.0-85093704724,"['Sasubilli S.M.', ' Dubey A.K.', ' Kumar A.']"
2-s2.0-85093705258,"['Fiorino C.', ' Jeraj R.', ' Clark C.H.', ' Garibaldi C.', ' Georg D.', ' Muren L.', ' van Elmpt W.', ' Bortfeld T.', ' Jornet N.']"
2-s2.0-85093706094,"['Kirchberg J.', ' Fritzmann J.', ' Weitz J.', ' Bork U.']"
2-s2.0-85093822704,['Dooley M.']
2-s2.0-85093826533,"['Li P.', ' Zhang S.', ' Mo Y.', ' Zhang L.', ' Wang Y.', ' Xiong F.', ' Zhang S.', ' Liu J.', ' Xu Y.', ' Zeng Z.', ' Xiong W.', ' Li Y.', ' Gong Z.']"
2-s2.0-85093827337,"['Tikito I.', ' Souissi N.']"
2-s2.0-85093834839,"['Saidi H.', ' Labraoui N.', ' Ari A.A.A.', ' Bouida D.']"
2-s2.0-85093850675,"['Nafis F.', ' Fararni K.A.L.', ' Yahyaouy A.', ' Aghoutane B.']"
2-s2.0-85093851955,['Khurshid A.']
2-s2.0-85093854486,"['Nayani K.', ' Evans A.A.', ' Spagnolie S.E.', ' Abbott N.L.']"
2-s2.0-85093870701,"['Bellantuono L.', ' Monaco A.', ' Tangaro S.', ' Amoroso N.', ' Aquaro V.', ' Bellotti R.']"
2-s2.0-85093877003,"['Burghard M.', ' Hulzebos E.H.J.', ' Olin J.T.', ' Takken T.']"
2-s2.0-85093910973,"['Huang D.', ' Lang Y.', ' Liu T.']"
2-s2.0-85093926301,"['Faes L.', ' Rosenblatt A.', ' Schwartz R.', ' Touhami S.', ' Ventura C.V.', ' Chatziralli I.P.', ' Ruiz-Medrano J.', ' Vogt D.', ' Savastano A.', ' Ruiz-Garcia H.', ' Pohlmann D.', ' Loewenstein A.']"
2-s2.0-85093929217,"['Waylen L.N.', ' Nim H.T.', ' Martelotto L.G.', ' Ramialison M.']"
2-s2.0-85093944033,"['Wulff A.', ' Mast M.', ' Hassler M.', ' Montag S.', ' Marschollek M.', ' Jack T.']"
2-s2.0-85093944134,"['Sutton S.A.', ' Paton D.', ' Buergelt P.', ' Sagala S.', ' Meilianda E.']"
2-s2.0-85093953868,"['Kose I.', ' Rayner J.', ' Birinci S.', ' Ulgu M.M.', ' Yilmaz I.', ' Guner S.', ' Mahir S.K.', ' Aycil K.', ' Elmas B.O.', ' Volkan E.', ' Altinbas Z.', ' Gencyurek G.', ' Zehir E.', ' Gundogdu B.', ' Ozcan M.', ' Vardar C.', ' Altinli B.', ' Hasancebi J.S.', ' HIMSS Analytics Team', ' MoH Team']"
2-s2.0-85093972663,"['Searle K.', ' Blashki G.', ' Kakuma R.', ' Yang H.', ' Zhao Y.', ' Minas H.']"
2-s2.0-85093974037,"['Radu M.-C.', ' Schnakovszky C.', ' Herghelegiu E.', ' Ciubotariu V.-A.', ' Cristea I.']"
2-s2.0-85094105022,"['Werth O.', ' Guhr N.', ' Breitner M.H.']"
2-s2.0-85094126592,['Neves R.']
2-s2.0-85094130631,"['Oversoe S.K.', ' Clement M.S.', ' Pedersen M.H.', ' Weber B.', ' Aagaard N.K.', ' Villadsen G.E.', ' Grønbæk H.', ' Hamilton-Dutoit S.J.', ' Sorensen B.S.', ' Kelsen J.']"
2-s2.0-85094132995,"['Stehr P.', ' Karnowski V.', ' Rossmann C.']"
2-s2.0-85094138746,"['Meier D.Y.', ' Barthelmess P.', ' Sun W.', ' Liberatore F.']"
2-s2.0-85094141400,"['Tang C.', ' Ma J.', ' Liu X.', ' Liu Z.']"
2-s2.0-85094146749,"['Khurshid Z.', ' De Brún A.', ' Moore G.', ' McAuliffe E.']"
2-s2.0-85094151432,"['Azodo I.', ' Williams R.', ' Sheikh A.', ' Cresswell K.']"
2-s2.0-85094159910,"['Critchley R.', ' Smy V.', ' Corni I.', ' Wharton J.A.', ' Walsh F.C.', ' Wood R.J.K.', ' Stokes K.R.']"
2-s2.0-85094169053,"['Stronks H.C.', ' Briaire J.J.', ' Frijns J.H.M.']"
2-s2.0-85094169423,"['You Y.', ' Luo L.', ' You Y.', ' Lin Y.', ' Hu H.', ' Chen Y.', ' Fu C.', ' Xie T.']"
2-s2.0-85094207246,"['Hesse J.', ' Malhan D.', ' Yalçin M.', ' Aboumanify O.', ' Basti A.', ' Relógio A.']"
2-s2.0-85094211608,"['Jentzsch V.', ' Davis J.A.A.', ' Djamgoz M.B.A.']"
2-s2.0-85094215228,"['Quispe-Cholan A.', ' Anticona-De-La-Cruz Y.', ' Cornejo-Cruz M.', ' Quispe-Chirinos O.', ' Moreno-Lazaro V.', ' Chavez-Cruzado E.']"
2-s2.0-85094221331,"['Heinrich M.', ' Müller H.', ' Fieseler H.', ' Steiner A.', ' Gottschalk J.', ' Einspanier A.', ' Spilke J.', ' Mielenz N.', ' Palme R.', ' Baumgartner W.', ' Möbius G.', ' Starke A.']"
2-s2.0-85094221682,"['Radulović N.', ' Stevanović M.', ' Nešić M.', ' Stojanović N.', ' Ranelović P.', ' Ranelović V.']"
2-s2.0-85094222153,"['Chagas R.', ' Silva P.E.S.', ' Fernandes S.N.', ' Žumer S.', ' Godinho M.H.']"
2-s2.0-85094316373,"['Sado N.', ' Yoshioka S.', ' Fukashiro S.']"
2-s2.0-85094319164,"['Xue X.', ' Zhou D.', ' Zhou C.']"
2-s2.0-85094577641,"['Sakaguchi R.L.', ' Ferracane J.L.', ' Powers J.M.']"
2-s2.0-85094585585,"['Theron L.', ' Mampane M.R.', ' Ebersöhn L.', ' Hart A.']"
2-s2.0-85094592085,"['Pan X.', ' Ma X.']"
2-s2.0-85094608554,"['González-Zamar M.-D.', ' Abad-Segura E.', ' de la Rosa A.L.', ' López-Meneses E.']"
2-s2.0-85094614131,"['Hu', ' Masuda T.', ' Kuramitsu S.', ' Tobo T.', ' Sato K.', ' Kidogami S.', ' Nambara S.', ' Ueda M.', ' Tsuruda Y.', ' Kuroda Y.', ' Ito S.', ' Oki E.', ' Mori M.', ' Mimori K.']"
2-s2.0-85094632456,"['Yassin H.', ' Hoque S.', ' Deravi F.']"
2-s2.0-85094655105,"['Schnipper J.', ' Dhennin-Duthille I.', ' Ahidouch A.', ' Ouadid-Ahidouch H.']"
2-s2.0-85094659501,['Cheng F.-K.']
2-s2.0-85094663186,"['Reddy P.', ' Chaudhary K.', ' Sharma B.']"
2-s2.0-85094678201,"['Rahmig J.', ' Grey A.', ' Berning M.', ' Schaefer J.', ' Lesser M.', ' Reichmann H.', ' Puetz V.', ' Barlinn K.', ' Siepmann T.']"
2-s2.0-85094681937,"['Al-Dulaimi K.', ' Al-Sabaawi A.', ' Resen R.D.', ' Stephan J.J.', ' Zwayen A.']"
2-s2.0-85094684817,"['Bidmead E.', ' Marshall A.']"
2-s2.0-85094720062,"['Nomura Y.', ' Wang J.', ' Shirato H.', ' Shimizu S.', ' Xing L.']"
2-s2.0-85094808740,"['Snegireva E.', ' Khazankin G.R.', ' Mikheenko I.']"
2-s2.0-85094812256,['Srinivasan S.']
2-s2.0-85094817325,['Settels J.']
2-s2.0-85094826434,"['Nambiar D.', ' Sankar H.', ' Negi J.', ' Nair A.', ' Sadanandan R.']"
2-s2.0-85094829688,"['Gordin S.', ' Gutherz G.', ' Elazary A.', ' Romach A.', ' Jiménez E.', ' Berant J.', ' Cohen Y.']"
2-s2.0-85094830387,"['Carbo-Valverde S.', ' Cuadros-Solas P.', ' Rodríguez-Fernández F.']"
